object,category,type,path,m_score,recognition
metronome,music_inst,nonliving,thesis_stim/metronome_exemplar1.jpg,0.571429,new
sailor hat,clothing,nonliving,thesis_stim/sailor_hat_exemplar1.jpg,0.4,old
tent,sports,nonliving,thesis_stim/tent_exemplar1.jpg,0.527778,old
dress shoe,clothing,nonliving,thesis_stim/dress_shoe_exemplar1.jpg,0.535714,old
dishwasher,appliances,nonliving,thesis_stim/dishwasher_exemplar1.jpg,0.458333,old
hamster cage,household_items,nonliving,thesis_stim/hamster_cage_exemplar1.jpg,0.58,old
lawnmower,appliances,nonliving,thesis_stim/lawnmower_exemplar1.jpg,0.5,old
trowel,tools,nonliving,thesis_stim/trowel_exemplar1.jpg,0.55102,old
dryer,appliances,nonliving,thesis_stim/dryer_exemplar1.jpg,0.58,new
whistle,tools,nonliving,thesis_stim/whistle_exemplar1.jpg,0.697674,new
record player,music_inst,nonliving,thesis_stim/record_player_exemplar1.jpg,0.508772,old
camcorder,electronics,nonliving,thesis_stim/camcorder_exemplar1.jpg,0.265306,new
mocassins,clothing,nonliving,thesis_stim/mocassins_exemplar1.jpg,0.277778,old
merry-go-round,building,nonliving,thesis_stim/merry-go-round_exemplar1.jpg,0.938776,old
pager,electronics,nonliving,thesis_stim/pager_exemplar1.jpg,0.333333,old
